driverid,truckid,model,month,year,Miles,Gas
A50,A50,Oshkosh,SEP,2009,11396,2880
A50,A50,Oshkosh,AUG,2009,12068,2880
A50,A50,Oshkosh,JUL,2009,10214,2880
A50,A50,Oshkosh,JUN,2009,12837,2880
A50,A50,Oshkosh,MAY,2009,12168,2880
A50,A50,Oshkosh,APR,2009,14873,2880
A50,A50,Oshkosh,MAR,2009,15032,2880
A50,A50,Oshkosh,FEB,2009,14067,2880
A50,A50,Oshkosh,JAN,2009,12870,2880
A51,A51,Crane,JUN,2013,9423,2214
A51,A51,Crane,MAY,2013,9794,1743
A51,A51,Crane,APR,2013,10788,2289
A51,A51,Crane,MAR,2013,11504,2023
A51,A51,Crane,FEB,2013,11338,2339
A51,A51,Crane,JAN,2013,9703,1866
A51,A51,Crane,DEC,2012,10250,2139
A51,A51,Crane,NOV,2012,12706,2288
A51,A51,Crane,OCT,2012,9436,1664
A51,A51,Crane,SEP,2012,13903,2990
A51,A51,Crane,AUG,2012,9236,1960
A51,A51,Crane,JUL,2012,13323,2314
A51,A51,Crane,JUN,2012,10329,2217
A51,A51,Crane,MAY,2012,10447,2005
A51,A51,Crane,APR,2012,11533,1952
A51,A51,Crane,MAR,2012,10630,2422
A51,A51,Crane,FEB,2012,11354,2006
A51,A51,Crane,JAN,2012,11705,2040
A51,A51,Crane,DEC,2011,10616,2398
A51,A51,Crane,NOV,2011,10452,1945
A51,A51,Crane,OCT,2011,10509,2030
A51,A51,Crane,SEP,2011,8830,1910
A51,A51,Crane,AUG,2011,10536,1833
A51,A51,Crane,JUL,2011,12253,2298
A51,A51,Crane,JUN,2011,11049,1961
A51,A51,Crane,MAY,2011,9331,1961
A51,A51,Crane,APR,2011,12195,1961
A51,A51,Crane,MAR,2011,13398,1961
A51,A51,Crane,FEB,2011,12334,1961
A51,A51,Crane,JAN,2011,11905,1961
A51,A51,Crane,DEC,2010,11006,1961
A51,A51,Crane,NOV,2010,12156,1961
A51,A51,Crane,OCT,2010,13741,1961
A51,A51,Crane,SEP,2010,14606,1961
A51,A51,Crane,AUG,2010,10978,1961
A51,A51,Crane,JUL,2010,10212,1961
A51,A51,Crane,JUN,2010,15346,1961
A51,A51,Crane,MAY,2010,10567,1961
A51,A51,Crane,APR,2010,13371,1961
A51,A51,Crane,MAR,2010,13384,1961
A51,A51,Crane,FEB,2010,11671,1961
A51,A51,Crane,JAN,2010,13477,1961
A51,A51,Crane,DEC,2009,9025,1961
A51,A51,Crane,NOV,2009,13087,1961
A51,A51,Crane,OCT,2009,11028,1961
A51,A51,Crane,SEP,2009,10403,1961
A51,A51,Crane,AUG,2009,11631,1961
A51,A51,Crane,JUL,2009,12126,1961
A51,A51,Crane,JUN,2009,12768,1961
A51,A51,Crane,MAY,2009,15559,1961
A51,A51,Crane,APR,2009,10011,1961
A51,A51,Crane,MAR,2009,11662,1961
A51,A51,Crane,FEB,2009,10194,1961
A51,A51,Crane,JAN,2009,13945,1961
A52,A52,Ford,JUN,2013,12971,2545
A52,A52,Ford,MAY,2013,12805,2653
A52,A52,Ford,APR,2013,14872,2911
A52,A52,Ford,MAR,2013,10103,1890
A52,A52,Ford,FEB,2013,13266,2681
A52,A52,Ford,JAN,2013,13761,2749
A52,A52,Ford,DEC,2012,14324,2506
A52,A52,Ford,NOV,2012,11496,2214
A52,A52,Ford,OCT,2012,13767,2530
A52,A52,Ford,SEP,2012,10588,2038
A52,A52,Ford,AUG,2012,15013,2952
A52,A52,Ford,JUL,2012,11463,2223
A52,A52,Ford,JUN,2012,12089,2560
A52,A52,Ford,MAY,2012,12904,2869
A52,A52,Ford,APR,2012,11080,2076
A52,A52,Ford,MAR,2012,12867,2695
A52,A52,Ford,FEB,2012,11403,2304
A52,A52,Ford,JAN,2012,11225,2656
A52,A52,Ford,DEC,2011,11421,2476
A52,A52,Ford,NOV,2011,14594,2931
A52,A52,Ford,OCT,2011,10251,1837
A52,A52,Ford,SEP,2011,12316,2641
A52,A52,Ford,AUG,2011,14174,3087
A52,A52,Ford,JUL,2011,11656,2422
A52,A52,Ford,JUN,2011,10324,2854
A52,A52,Ford,MAY,2011,13089,2854
A52,A52,Ford,APR,2011,12053,2854
A52,A52,Ford,MAR,2011,11511,2854
A52,A52,Ford,FEB,2011,12959,2854
A52,A52,Ford,JAN,2011,12291,2854
A52,A52,Ford,DEC,2010,12167,2854
A52,A52,Ford,NOV,2010,14738,2854
A52,A52,Ford,OCT,2010,15021,2854
A52,A52,Ford,SEP,2010,13469,2854
A52,A52,Ford,AUG,2010,15080,2854
A52,A52,Ford,JUL,2010,15025,2854
A52,A52,Ford,JUN,2010,13005,2854
A52,A52,Ford,MAY,2010,12213,2854
A52,A52,Ford,APR,2010,13163,2854
A52,A52,Ford,MAR,2010,10128,2854
A52,A52,Ford,FEB,2010,13802,2854
A52,A52,Ford,JAN,2010,14835,2854
A52,A52,Ford,DEC,2009,11999,2854
A52,A52,Ford,NOV,2009,12215,2854
A52,A52,Ford,OCT,2009,13297,2854
A52,A52,Ford,SEP,2009,12157,2854
A52,A52,Ford,AUG,2009,13679,2854
A52,A52,Ford,JUL,2009,10040,2854
A52,A52,Ford,JUN,2009,10999,2854
A52,A52,Ford,MAY,2009,9341,2854
A52,A52,Ford,APR,2009,13359,2854
A52,A52,Ford,MAR,2009,14979,2854
A52,A52,Ford,FEB,2009,12346,2854
A52,A52,Ford,JAN,2009,14438,2854
A53,A53,Navistar,JUN,2013,9796,2049
A53,A53,Navistar,MAY,2013,12691,2532
A53,A53,Navistar,APR,2013,10100,1914
A53,A53,Navistar,MAR,2013,13133,2646
A53,A53,Navistar,FEB,2013,14076,2687
A53,A53,Navistar,JAN,2013,10067,2036
A53,A53,Navistar,DEC,2012,15002,3022
A53,A53,Navistar,NOV,2012,11100,2059
A53,A53,Navistar,OCT,2012,12175,2479
A53,A53,Navistar,SEP,2012,9819,1772
A53,A53,Navistar,AUG,2012,9851,2126
A53,A53,Navistar,JUL,2012,8700,1641
A53,A53,Navistar,JUN,2012,14852,3019
A53,A53,Navistar,MAY,2012,14349,2892
A53,A53,Navistar,APR,2012,10793,2303
A53,A53,Navistar,MAR,2012,13838,2689
A53,A53,Navistar,FEB,2012,10792,1924
A53,A53,Navistar,JAN,2012,12859,2552
A53,A53,Navistar,DEC,2011,13528,2580
A53,A53,Navistar,NOV,2011,11393,2149
A53,A53,Navistar,OCT,2011,10327,1979
A53,A53,Navistar,SEP,2011,13478,2723
A53,A53,Navistar,AUG,2011,12883,2712
A53,A53,Navistar,JUL,2011,11449,2219
A53,A53,Navistar,JUN,2011,10868,2744
A53,A53,Navistar,MAY,2011,15058,2744
A53,A53,Navistar,APR,2011,8860,2744
A53,A53,Navistar,MAR,2011,9997,2744
A53,A53,Navistar,FEB,2011,10639,2744
A53,A53,Navistar,JAN,2011,13040,2744
A53,A53,Navistar,DEC,2010,11372,2744
A53,A53,Navistar,NOV,2010,12762,2744
A53,A53,Navistar,OCT,2010,9765,2744
A53,A53,Navistar,SEP,2010,15703,2744
A53,A53,Navistar,AUG,2010,10309,2744
A53,A53,Navistar,JUL,2010,14316,2744
A53,A53,Navistar,JUN,2010,10419,2744
A53,A53,Navistar,MAY,2010,12176,2744
A53,A53,Navistar,APR,2010,11573,2744
A53,A53,Navistar,MAR,2010,10761,2744
A53,A53,Navistar,FEB,2010,8460,2744
A53,A53,Navistar,JAN,2010,13178,2744
A53,A53,Navistar,DEC,2009,14715,2744
A53,A53,Navistar,NOV,2009,12124,2744
A53,A53,Navistar,OCT,2009,11398,2744
A53,A53,Navistar,SEP,2009,11866,2744
A53,A53,Navistar,AUG,2009,11238,2744
A53,A53,Navistar,JUL,2009,12061,2744
A53,A53,Navistar,JUN,2009,14321,2744
A53,A53,Navistar,MAY,2009,11138,2744
A53,A53,Navistar,APR,2009,12567,2744
A53,A53,Navistar,MAR,2009,11745,2744
A53,A53,Navistar,FEB,2009,12353,2744
A53,A53,Navistar,JAN,2009,12546,2744
A54,A54,Western Star,JUN,2013,14969,2760
A54,A54,Western Star,MAY,2013,14223,2732
A54,A54,Western Star,APR,2013,9813,1724
A54,A54,Western Star,MAR,2013,10303,2016
A54,A54,Western Star,FEB,2013,12101,2678
A54,A54,Western Star,JAN,2013,15533,3430
A54,A54,Western Star,DEC,2012,14210,3014
A54,A54,Western Star,NOV,2012,14943,2935
A54,A54,Western Star,OCT,2012,10627,2011
A54,A54,Western Star,SEP,2012,10918,2053
A54,A54,Western Star,AUG,2012,12681,2476
A54,A54,Western Star,JUL,2012,13456,2613
A54,A54,Western Star,JUN,2012,13122,2802
A54,A54,Western Star,MAY,2012,9975,1741
A54,A54,Western Star,APR,2012,14776,2597
A54,A54,Western Star,MAR,2012,13883,2789
A54,A54,Western Star,FEB,2012,12933,2637
A54,A54,Western Star,JAN,2012,10668,2200
A54,A54,Western Star,DEC,2011,13587,2753
A54,A54,Western Star,NOV,2011,9747,1889
A54,A54,Western Star,OCT,2011,15225,2915
A54,A54,Western Star,SEP,2011,9649,2136
A54,A54,Western Star,AUG,2011,12969,2713
A54,A54,Western Star,JUL,2011,12379,2207
A54,A54,Western Star,JUN,2011,9793,2224
A54,A54,Western Star,MAY,2011,11809,2224
A54,A54,Western Star,APR,2011,13703,2224
A54,A54,Western Star,MAR,2011,10794,2224
A54,A54,Western Star,FEB,2011,9527,2224
A54,A54,Western Star,JAN,2011,13540,2224
A54,A54,Western Star,DEC,2010,10251,2224
A54,A54,Western Star,NOV,2010,11858,2224
A54,A54,Western Star,OCT,2010,11563,2224
A54,A54,Western Star,SEP,2010,14185,2224
A54,A54,Western Star,AUG,2010,9667,2224
A54,A54,Western Star,JUL,2010,8778,2224
A54,A54,Western Star,JUN,2010,13059,2224
A54,A54,Western Star,MAY,2010,12994,2224
A54,A54,Western Star,APR,2010,10966,2224
A54,A54,Western Star,MAR,2010,14424,2224
A54,A54,Western Star,FEB,2010,11633,2224
A54,A54,Western Star,JAN,2010,12536,2224
A54,A54,Western Star,DEC,2009,11907,2224
A54,A54,Western Star,NOV,2009,11213,2224
A54,A54,Western Star,OCT,2009,13187,2224
A54,A54,Western Star,SEP,2009,11258,2224
A54,A54,Western Star,AUG,2009,12037,2224
A54,A54,Western Star,JUL,2009,11934,2224
A54,A54,Western Star,JUN,2009,11212,2224
A54,A54,Western Star,MAY,2009,9950,2224
A54,A54,Western Star,APR,2009,11599,2224
A54,A54,Western Star,MAR,2009,8567,2224
A54,A54,Western Star,FEB,2009,9655,2224
A54,A54,Western Star,JAN,2009,9731,2224
A55,A55,Caterpillar,JUN,2013,11401,2217
A55,A55,Caterpillar,MAY,2013,9565,1803
A55,A55,Caterpillar,APR,2013,10370,2329
A55,A55,Caterpillar,MAR,2013,12203,2472
A55,A55,Caterpillar,FEB,2013,12043,2379
A55,A55,Caterpillar,JAN,2013,13845,2727
A55,A55,Caterpillar,DEC,2012,9332,2110
A55,A55,Caterpillar,NOV,2012,12943,2231
A55,A55,Caterpillar,OCT,2012,11482,2043
A55,A55,Caterpillar,SEP,2012,12871,2929
A55,A55,Caterpillar,AUG,2012,13155,2393
A55,A55,Caterpillar,JUL,2012,8513,1713
A55,A55,Caterpillar,JUN,2012,9174,1800
A55,A55,Caterpillar,MAY,2012,14156,2866
A55,A55,Caterpillar,APR,2012,11124,2292
A55,A55,Caterpillar,MAR,2012,13442,2422
A55,A55,Caterpillar,FEB,2012,9503,2041
A55,A55,Caterpillar,JAN,2012,12459,2521
A55,A55,Caterpillar,DEC,2011,12120,2376
A55,A55,Caterpillar,NOV,2011,13549,3131
A55,A55,Caterpillar,OCT,2011,9786,2001
A55,A55,Caterpillar,SEP,2011,11144,2160
A55,A55,Caterpillar,AUG,2011,15616,3152
A55,A55,Caterpillar,JUL,2011,13435,2994
A55,A55,Caterpillar,JUN,2011,9221,2478
A55,A55,Caterpillar,MAY,2011,15664,2478
A55,A55,Caterpillar,APR,2011,12545,2478
A55,A55,Caterpillar,MAR,2011,8650,2478
A55,A55,Caterpillar,FEB,2011,14334,2478
A55,A55,Caterpillar,JAN,2011,13217,2478
A55,A55,Caterpillar,DEC,2010,8805,2478
A55,A55,Caterpillar,NOV,2010,12911,2478
A55,A55,Caterpillar,OCT,2010,12722,2478
A55,A55,Caterpillar,SEP,2010,12107,2478
A55,A55,Caterpillar,AUG,2010,10475,2478
A55,A55,Caterpillar,JUL,2010,9149,2478
A55,A55,Caterpillar,JUN,2010,13338,2478
A55,A55,Caterpillar,MAY,2010,15017,2478
A55,A55,Caterpillar,APR,2010,13813,2478
A55,A55,Caterpillar,MAR,2010,13126,2478
A55,A55,Caterpillar,FEB,2010,10135,2478
A55,A55,Caterpillar,JAN,2010,12482,2478
A55,A55,Caterpillar,DEC,2009,14499,2478
A55,A55,Caterpillar,NOV,2009,10019,2478
A55,A55,Caterpillar,OCT,2009,8389,2478
A55,A55,Caterpillar,SEP,2009,12184,2478
A55,A55,Caterpillar,AUG,2009,13985,2478
A55,A55,Caterpillar,JUL,2009,11682,2478
A55,A55,Caterpillar,JUN,2009,10525,2478
A55,A55,Caterpillar,MAY,2009,12307,2478
A55,A55,Caterpillar,APR,2009,11318,2478
A55,A55,Caterpillar,MAR,2009,14284,2478
A55,A55,Caterpillar,FEB,2009,11826,2478
A55,A55,Caterpillar,JAN,2009,10184,2478
A56,A56,Caterpillar,JUN,2013,14241,2790
A56,A56,Caterpillar,MAY,2013,12995,2412
A56,A56,Caterpillar,APR,2013,9841,1735
A56,A56,Caterpillar,MAR,2013,11534,2041
A56,A56,Caterpillar,FEB,2013,12056,2427
A56,A56,Caterpillar,JAN,2013,12180,2049
A56,A56,Caterpillar,DEC,2012,14640,2928
A56,A56,Caterpillar,NOV,2012,11321,2442
A56,A56,Caterpillar,OCT,2012,10407,2306
A56,A56,Caterpillar,SEP,2012,11708,2311
A56,A56,Caterpillar,AUG,2012,9670,1962
A56,A56,Caterpillar,JUL,2012,8736,1909
A56,A56,Caterpillar,JUN,2012,10932,2226
A56,A56,Caterpillar,MAY,2012,15092,3138
A56,A56,Caterpillar,APR,2012,10912,2054
A56,A56,Caterpillar,MAR,2012,14537,2722
A56,A56,Caterpillar,FEB,2012,14282,3164
A56,A56,Caterpillar,JAN,2012,8290,1680
A56,A56,Caterpillar,DEC,2011,11573,2441
A56,A56,Caterpillar,NOV,2011,10381,2301
A56,A56,Caterpillar,OCT,2011,13677,2911
A56,A56,Caterpillar,SEP,2011,13829,2805
A56,A56,Caterpillar,AUG,2011,13510,2314
A56,A56,Caterpillar,JUL,2011,12347,2543
A56,A56,Caterpillar,JUN,2011,10401,2689
A56,A56,Caterpillar,MAY,2011,15380,2689
A56,A56,Caterpillar,APR,2011,11101,2689
A56,A56,Caterpillar,MAR,2011,14649,2689
A56,A56,Caterpillar,FEB,2011,12721,2689
A56,A56,Caterpillar,JAN,2011,10704,2689
A56,A56,Caterpillar,DEC,2010,12348,2689
A56,A56,Caterpillar,NOV,2010,10051,2689
A56,A56,Caterpillar,OCT,2010,11975,2689
A56,A56,Caterpillar,SEP,2010,11381,2689
A56,A56,Caterpillar,AUG,2010,9993,2689
A56,A56,Caterpillar,JUL,2010,13164,2689
A56,A56,Caterpillar,JUN,2010,10097,2689
A56,A56,Caterpillar,MAY,2010,14440,2689
A56,A56,Caterpillar,APR,2010,10794,2689
A56,A56,Caterpillar,MAR,2010,14411,2689
A56,A56,Caterpillar,FEB,2010,12969,2689
A56,A56,Caterpillar,JAN,2010,13356,2689
A56,A56,Caterpillar,DEC,2009,13809,2689
A56,A56,Caterpillar,NOV,2009,14624,2689
A56,A56,Caterpillar,OCT,2009,13053,2689
A56,A56,Caterpillar,SEP,2009,10030,2689
A56,A56,Caterpillar,AUG,2009,11771,2689
A56,A56,Caterpillar,JUL,2009,9099,2689
A56,A56,Caterpillar,JUN,2009,8829,2689
A56,A56,Caterpillar,MAY,2009,11580,2689
A56,A56,Caterpillar,APR,2009,14648,2689
A56,A56,Caterpillar,MAR,2009,14585,2689
A56,A56,Caterpillar,FEB,2009,14018,2689
A56,A56,Caterpillar,JAN,2009,10999,2689
A57,A57,Freightliner,JUN,2013,9507,2193
A57,A57,Freightliner,MAY,2013,11477,2412
A57,A57,Freightliner,APR,2013,9413,1578
A57,A57,Freightliner,MAR,2013,14107,2524
A57,A57,Freightliner,FEB,2013,11955,2227
A57,A57,Freightliner,JAN,2013,9150,1753
A57,A57,Freightliner,DEC,2012,12434,2220
A57,A57,Freightliner,NOV,2012,9931,2197
A57,A57,Freightliner,OCT,2012,11634,2391
A57,A57,Freightliner,SEP,2012,13969,2852
A57,A57,Freightliner,AUG,2012,13558,2623
A57,A57,Freightliner,JUL,2012,12770,2669
A57,A57,Freightliner,JUN,2012,11869,2469
A57,A57,Freightliner,MAY,2012,13529,3039
A57,A57,Freightliner,APR,2012,8389,1499
A57,A57,Freightliner,MAR,2012,14633,3120
A57,A57,Freightliner,FEB,2012,13991,2873
A57,A57,Freightliner,JAN,2012,8899,1817
A57,A57,Freightliner,DEC,2011,10565,1961
A57,A57,Freightliner,NOV,2011,13220,2720
A57,A57,Freightliner,OCT,2011,9497,1776
A57,A57,Freightliner,SEP,2011,15046,3214
A57,A57,Freightliner,AUG,2011,12867,2425
A57,A57,Freightliner,JUL,2011,10767,1893
A57,A57,Freightliner,JUN,2011,13838,2716
A57,A57,Freightliner,MAY,2011,12144,2716
A57,A57,Freightliner,APR,2011,11784,2716
A57,A57,Freightliner,MAR,2011,15210,2716
A57,A57,Freightliner,FEB,2011,11253,2716
A57,A57,Freightliner,JAN,2011,10214,2716
A57,A57,Freightliner,DEC,2010,9371,2716
A57,A57,Freightliner,NOV,2010,14301,2716
A57,A57,Freightliner,OCT,2010,12312,2716
A57,A57,Freightliner,SEP,2010,11733,2716
A57,A57,Freightliner,AUG,2010,14114,2716
A57,A57,Freightliner,JUL,2010,11402,2716
A57,A57,Freightliner,JUN,2010,9669,2716
A57,A57,Freightliner,MAY,2010,13050,2716
A57,A57,Freightliner,APR,2010,13391,2716
A57,A57,Freightliner,MAR,2010,11371,2716
A57,A57,Freightliner,FEB,2010,11548,2716
A57,A57,Freightliner,JAN,2010,13456,2716
A57,A57,Freightliner,DEC,2009,12646,2716
A57,A57,Freightliner,NOV,2009,11122,2716
A57,A57,Freightliner,OCT,2009,10143,2716
A57,A57,Freightliner,SEP,2009,12083,2716
A57,A57,Freightliner,AUG,2009,12352,2716
A57,A57,Freightliner,JUL,2009,13377,2716
A57,A57,Freightliner,JUN,2009,14715,2716
A57,A57,Freightliner,MAY,2009,11286,2716
A57,A57,Freightliner,APR,2009,13572,2716
A57,A57,Freightliner,MAR,2009,12001,2716
A57,A57,Freightliner,FEB,2009,13039,2716
A57,A57,Freightliner,JAN,2009,9130,2716
A58,A58,Ford,JUN,2013,10074,1826
A58,A58,Ford,MAY,2013,10110,2174
A58,A58,Ford,APR,2013,15375,3178
A58,A58,Ford,MAR,2013,13713,3218
A58,A58,Ford,FEB,2013,8403,1737
A58,A58,Ford,JAN,2013,12040,2799
A58,A58,Ford,DEC,2012,9924,1982
A58,A58,Ford,NOV,2012,12929,2800
A58,A58,Ford,OCT,2012,11623,2339
A58,A58,Ford,SEP,2012,13078,2747
A58,A58,Ford,AUG,2012,11445,2406
A58,A58,Ford,JUL,2012,12750,2350
A58,A58,Ford,JUN,2012,13726,2735
A58,A58,Ford,MAY,2012,11468,2044
A58,A58,Ford,APR,2012,13834,2828
A58,A58,Ford,MAR,2012,14534,2611
A58,A58,Ford,FEB,2012,14201,3281
A58,A58,Ford,JAN,2012,14310,2914
A58,A58,Ford,DEC,2011,9961,2020
A58,A58,Ford,NOV,2011,10755,2121
A58,A58,Ford,OCT,2011,11641,2305
A58,A58,Ford,SEP,2011,10773,2024
A58,A58,Ford,AUG,2011,13769,2872
A58,A58,Ford,JUL,2011,12857,2889
A58,A58,Ford,JUN,2011,13335,3178
A58,A58,Ford,MAY,2011,13237,3178
A58,A58,Ford,APR,2011,13898,3178
A58,A58,Ford,MAR,2011,8786,3178
A58,A58,Ford,FEB,2011,15172,3178
A58,A58,Ford,JAN,2011,10986,3178
A58,A58,Ford,DEC,2010,12990,3178
A58,A58,Ford,NOV,2010,12386,3178
A58,A58,Ford,OCT,2010,11264,3178
A58,A58,Ford,SEP,2010,9252,3178
A58,A58,Ford,AUG,2010,14056,3178
A58,A58,Ford,JUL,2010,14867,3178
A58,A58,Ford,JUN,2010,12564,3178
A58,A58,Ford,MAY,2010,13318,3178
A58,A58,Ford,APR,2010,11380,3178
A58,A58,Ford,MAR,2010,10650,3178
A58,A58,Ford,FEB,2010,10684,3178
A58,A58,Ford,JAN,2010,10213,3178
A58,A58,Ford,DEC,2009,10699,3178
A58,A58,Ford,NOV,2009,11556,3178
A58,A58,Ford,OCT,2009,12978,3178
A58,A58,Ford,SEP,2009,11418,3178
A58,A58,Ford,AUG,2009,14413,3178
A58,A58,Ford,JUL,2009,14309,3178
A58,A58,Ford,JUN,2009,14513,3178
A58,A58,Ford,MAY,2009,11380,3178
A58,A58,Ford,APR,2009,10747,3178
A58,A58,Ford,MAR,2009,12885,3178
A58,A58,Ford,FEB,2009,12622,3178
A58,A58,Ford,JAN,2009,13218,3178
A59,A59,Ford,JUN,2013,13739,2744
A59,A59,Ford,MAY,2013,8690,1870
A59,A59,Ford,APR,2013,11870,2388
A59,A59,Ford,MAR,2013,14729,2506
A59,A59,Ford,FEB,2013,13051,2837
A59,A59,Ford,JAN,2013,13932,2474
A59,A59,Ford,DEC,2012,13745,2620
A59,A59,Ford,NOV,2012,9135,2060
A59,A59,Ford,OCT,2012,11680,2237
A59,A59,Ford,SEP,2012,11341,2320
A59,A59,Ford,AUG,2012,9439,1790
A59,A59,Ford,JUL,2012,15264,2866
A59,A59,Ford,JUN,2012,9711,2014
A59,A59,Ford,MAY,2012,12540,2793
A59,A59,Ford,APR,2012,8905,2016
A59,A59,Ford,MAR,2012,9636,2013
A59,A59,Ford,FEB,2012,12937,2530
A59,A59,Ford,JAN,2012,10671,2128
A59,A59,Ford,DEC,2011,9980,2082
A59,A59,Ford,NOV,2011,11466,2406
A59,A59,Ford,OCT,2011,14592,2916
A59,A59,Ford,SEP,2011,12546,2664
A59,A59,Ford,AUG,2011,13949,2704
A59,A59,Ford,JUL,2011,10589,2057
A59,A59,Ford,JUN,2011,11022,1990
A59,A59,Ford,MAY,2011,12095,1990
A59,A59,Ford,APR,2011,14026,1990
A59,A59,Ford,MAR,2011,11193,1990
A59,A59,Ford,FEB,2011,14604,1990
A59,A59,Ford,JAN,2011,13971,1990
A59,A59,Ford,DEC,2010,10291,1990
A59,A59,Ford,NOV,2010,12205,1990
A59,A59,Ford,OCT,2010,10003,1990
A59,A59,Ford,SEP,2010,9729,1990
A59,A59,Ford,AUG,2010,14419,1990
A59,A59,Ford,JUL,2010,10755,1990
A59,A59,Ford,JUN,2010,14514,1990
A59,A59,Ford,MAY,2010,10006,1990
A59,A59,Ford,APR,2010,11329,1990
A59,A59,Ford,MAR,2010,8767,1990
A59,A59,Ford,FEB,2010,12579,1990
A59,A59,Ford,JAN,2010,14346,1990
A59,A59,Ford,DEC,2009,14119,1990
A59,A59,Ford,NOV,2009,13978,1990
A59,A59,Ford,OCT,2009,13893,1990
A59,A59,Ford,SEP,2009,10901,1990
A59,A59,Ford,AUG,2009,14331,1990
A59,A59,Ford,JUL,2009,9894,1990
A59,A59,Ford,JUN,2009,10399,1990
A59,A59,Ford,MAY,2009,11330,1990
A59,A59,Ford,APR,2009,11388,1990
A59,A59,Ford,MAR,2009,14545,1990
A59,A59,Ford,FEB,2009,14458,1990
A59,A59,Ford,JAN,2009,11760,1990
A60,A60,Caterpillar,JUN,2013,9834,1886
A60,A60,Caterpillar,MAY,2013,10745,2090
A60,A60,Caterpillar,APR,2013,8915,1673
A60,A60,Caterpillar,MAR,2013,11858,2264
A60,A60,Caterpillar,FEB,2013,12866,2438
A60,A60,Caterpillar,JAN,2013,13646,2464
A60,A60,Caterpillar,DEC,2012,14254,3119
A60,A60,Caterpillar,NOV,2012,11929,2429
A60,A60,Caterpillar,OCT,2012,15339,3058
A60,A60,Caterpillar,SEP,2012,12866,2582
A60,A60,Caterpillar,AUG,2012,10078,2276
A60,A60,Caterpillar,JUL,2012,11153,2389
A60,A60,Caterpillar,JUN,2012,14207,2904
A60,A60,Caterpillar,MAY,2012,11854,2832
A60,A60,Caterpillar,APR,2012,10125,2085
A60,A60,Caterpillar,MAR,2012,14451,2748
A60,A60,Caterpillar,FEB,2012,12391,2825
A60,A60,Caterpillar,JAN,2012,9553,1797
A60,A60,Caterpillar,DEC,2011,11714,2495
A60,A60,Caterpillar,NOV,2011,11096,2232
A60,A60,Caterpillar,OCT,2011,14751,2726
A60,A60,Caterpillar,SEP,2011,10413,2012
A60,A60,Caterpillar,AUG,2011,12883,2350
A60,A60,Caterpillar,JUL,2011,14099,2784
A60,A60,Caterpillar,JUN,2011,8987,1793
A60,A60,Caterpillar,MAY,2011,13971,1793
A60,A60,Caterpillar,APR,2011,15532,1793
A60,A60,Caterpillar,MAR,2011,12733,1793
A60,A60,Caterpillar,FEB,2011,14326,1793
A60,A60,Caterpillar,JAN,2011,8706,1793
A60,A60,Caterpillar,DEC,2010,13122,1793
A60,A60,Caterpillar,NOV,2010,11817,1793
A60,A60,Caterpillar,OCT,2010,10111,1793
A60,A60,Caterpillar,SEP,2010,10256,1793
A60,A60,Caterpillar,AUG,2010,9954,1793
A60,A60,Caterpillar,JUL,2010,13352,1793
A60,A60,Caterpillar,JUN,2010,15118,1793
A60,A60,Caterpillar,MAY,2010,13735,1793
A60,A60,Caterpillar,APR,2010,13269,1793
A60,A60,Caterpillar,MAR,2010,12045,1793
A60,A60,Caterpillar,FEB,2010,14893,1793
A60,A60,Caterpillar,JAN,2010,9583,1793
A60,A60,Caterpillar,DEC,2009,13718,1793
A60,A60,Caterpillar,NOV,2009,14846,1793
A60,A60,Caterpillar,OCT,2009,10795,1793
A60,A60,Caterpillar,SEP,2009,10752,1793
A60,A60,Caterpillar,AUG,2009,15125,1793
A60,A60,Caterpillar,JUL,2009,10451,1793
A60,A60,Caterpillar,JUN,2009,9643,1793
A60,A60,Caterpillar,MAY,2009,10120,1793
A60,A60,Caterpillar,APR,2009,11019,1793
A60,A60,Caterpillar,MAR,2009,12868,1793
A60,A60,Caterpillar,FEB,2009,10698,1793
A60,A60,Caterpillar,JAN,2009,10465,1793
A61,A61,Freightliner,JUN,2013,14092,3058
A61,A61,Freightliner,MAY,2013,12606,2503
A61,A61,Freightliner,APR,2013,14154,3154
A61,A61,Freightliner,MAR,2013,11324,2422
A61,A61,Freightliner,FEB,2013,12463,2720
A61,A61,Freightliner,JAN,2013,13118,3041
A61,A61,Freightliner,DEC,2012,10776,2400
A61,A61,Freightliner,NOV,2012,10972,2218
A61,A61,Freightliner,OCT,2012,10494,2135
A61,A61,Freightliner,SEP,2012,13859,2480
A61,A61,Freightliner,AUG,2012,14274,2913
A61,A61,Freightliner,JUL,2012,12348,2366
A61,A61,Freightliner,JUN,2012,12017,2361
A61,A61,Freightliner,MAY,2012,12769,2798
A61,A61,Freightliner,APR,2012,10097,2374
A61,A61,Freightliner,MAR,2012,9870,1994
A61,A61,Freightliner,FEB,2012,12978,2472
A61,A61,Freightliner,JAN,2012,9217,1776
A61,A61,Freightliner,DEC,2011,11882,2536
A61,A61,Freightliner,NOV,2011,12237,2573
A61,A61,Freightliner,OCT,2011,12390,2372
A61,A61,Freightliner,SEP,2011,15268,3362
A61,A61,Freightliner,AUG,2011,11789,2444
A61,A61,Freightliner,JUL,2011,10134,2105
A61,A61,Freightliner,JUN,2011,14208,1598
A61,A61,Freightliner,MAY,2011,11043,1598
A61,A61,Freightliner,APR,2011,13797,1598
